site,location,group,square,canopy,nets,plots,species,girth
S13,L1,G2,3,30%,1 Net,0.5 plot,Psychotria macrocarpa,1.5
S13,L1,G2,3,30%,1 Net,0.5 plot,Psychotria macrocarpa,2
S13,L1,G2,3,30%,1 Net,0.5 plot,Psychotria macrocarpa,0.5
S13,L1,G2,3,30%,1 Net,0.5 plot,Psychotria macrocarpa,1.5
S13,L1,G2,3,30%,1 Net,0.5 plot,Psychotria macrocarpa,1.5
S13,L1,G2,3,30%,1 Net,0.5 plot,Psychotria macrocarpa,5
S13,L1,G2,3,30%,1 Net,0.5 plot,Psychotria macrocarpa,2
S13,L1,G2,3,30%,1 Net,0.5 plot,Psychotria macrocarpa,3
S13,L1,G2,3,30%,1 Net,0.5 plot,Psychotria macrocarpa,3
S13,L1,G2,3,30%,1 Net,0.5 plot,Psychotria macrocarpa,2
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,3
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,2
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,1.5
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,3
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,0.5
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,2
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,3
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,1.5
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,2
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,1.5
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,1.5
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,1
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,1.5
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,2
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,4
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,3
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,1.5
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,2
S13,L1,G2,4,55%,,0.5 plot,Psychotria macrocarpa,3
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,3
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,2
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,1
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,3
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,2
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,1.5
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,4
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,3
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,1.5
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,3
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,3
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,3
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,2
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,1.5
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,1.5
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,3
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,3
S13,L1,G2,5,70%,1 Net,1 plot,Psychotria macrocarpa,3
S13,L1,G2,6,70%,1 Net,,Psychotria macrocarpa,4
S13,L1,G2,6,70%,1 Net,,Psychotria macrocarpa,5
S13,L1,G2,6,70%,1 Net,,Psychotria macrocarpa,3
S13,L1,G2,6,70%,1 Net,,Psychotria macrocarpa,4
S13,L1,G2,6,70%,1 Net,,Psychotria macrocarpa,3.5
S13,L1,G2,7,40%,,,Psychotria macrocarpa,4
S13,L1,G2,7,40%,,,Psychotria macrocarpa,4
S13,L1,G2,7,40%,,,Psychotria macrocarpa,0.3
S13,L1,G2,7,40%,,,Psychotria macrocarpa,0.3
S13,L1,G2,7,40%,,,Psychotria macrocarpa,1.5
S13,L1,G2,7,40%,,,Psychotria macrocarpa,0.5
S13,L1,G2,7,40%,,,Psychotria macrocarpa,1.5
S13,L1,G2,7,40%,,,Psychotria macrocarpa,3
S13,L1,G2,7,40%,,,Psychotria macrocarpa,2
S13,L1,G2,7,40%,,,Psychotria macrocarpa,2
S13,L1,G2,7,40%,,,Psychotria macrocarpa,3
S13,L1,G2,7,40%,,,Psychotria macrocarpa,2
S13,L1,G2,7,40%,,,Psychotria macrocarpa,0.5
S13,L1,G2,7,40%,,,Psychotria macrocarpa,1
S13,L1,G2,7,40%,,,Psychotria macrocarpa,1
S13,L1,G2,7,40%,,,Psychotria macrocarpa,0.3
S13,L1,G2,7,40%,,,Psychotria macrocarpa,0.5
S13,L1,G2,7,40%,,,Psychotria macrocarpa,0.6
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1.5
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1.5
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1
S13,L1,G2,8,55%,,,Psychotria macrocarpa,3
S13,L1,G2,8,55%,,,Psychotria macrocarpa,7
S13,L1,G2,8,55%,,,Psychotria macrocarpa,7
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1
S13,L1,G2,8,55%,,,Psychotria macrocarpa,0.5
S13,L1,G2,8,55%,,,Psychotria macrocarpa,0.5
S13,L1,G2,8,55%,,,Psychotria macrocarpa,0.6
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,4
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2.5
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,3
S13,L1,G2,8,55%,,,Psychotria macrocarpa,3
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2.5
S13,L1,G2,8,55%,,,Psychotria macrocarpa,2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1.2
S13,L1,G2,8,55%,,,Psychotria macrocarpa,0.4
S13,L1,G2,8,55%,,,Psychotria macrocarpa,0.5
S13,L1,G2,8,55%,,,Psychotria macrocarpa,1.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,3
S13,L1,G2,9,40%,,,Psychotria macrocarpa,3
S13,L1,G2,9,40%,,,Psychotria macrocarpa,1.2
S13,L1,G2,9,40%,,,Psychotria macrocarpa,2
S13,L1,G2,9,40%,,,Psychotria macrocarpa,5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,1.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,3
S13,L1,G2,9,40%,,,Psychotria macrocarpa,1.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.9
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,3
S13,L1,G2,9,40%,,,Psychotria macrocarpa,2.8
S13,L1,G2,9,40%,,,Psychotria macrocarpa,5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,4
S13,L1,G2,9,40%,,,Psychotria macrocarpa,2.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,1.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,3
S13,L1,G2,9,40%,,,Psychotria macrocarpa,3.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.4
S13,L1,G2,9,40%,,,Psychotria macrocarpa,2
S13,L1,G2,9,40%,,,Psychotria macrocarpa,2
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,1.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,1
S13,L1,G2,9,40%,,,Psychotria macrocarpa,1
S13,L1,G2,9,40%,,,Psychotria macrocarpa,1
S13,L1,G2,9,40%,,,Psychotria macrocarpa,1.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,3
S13,L1,G2,9,40%,,,Psychotria macrocarpa,7
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.6
S13,L1,G2,9,40%,,,Psychotria macrocarpa,4
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.6
S13,L1,G2,9,40%,,,Psychotria macrocarpa,1.5
S13,L1,G2,9,40%,,,Psychotria macrocarpa,0.6
